# unit;contract address;decimals
SLV;0x4c1c4957d22d8f373aed54d0853b090666f6f9de;18
SMT;0x55f93985431fc9304077687a35a1ba103dc1e081;18
SNC;0xf4134146af2d511dd5ea8cdb1c4ac88c57d60404;18
SNET;0xff19138b039d938db46bdda0067dc4ba132ec71c;8
SNGLS;0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009;0
SNL;0xa806b3fed6891136940cf81c4085661500aa2709;6
SNM;0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63;18
SNT;0x744d70fdbe2ba4cf95131626614a1763df805b9e;18
SNTVT;0x7865af71cf0b288b4e7f654f4f7851eb46a2b7f8;18
SNX;0xc011a72400e58ecd99ee497cf89e3775d4bd732f;18
SOC;0x2d0e95bd4795d7ace0da3c0ff7b706a5970eb9d3;18
SOLVE;0x446c9033e7516d820cc9a2ce2d0b7328b579406f;8
SRN;0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25;18
STACS;0x286708f069225905194673755f12359e6aff6fe1;18
STORJ;0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac;8
STORM;0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433;18
STPT;0xde7d85157d9714eadf595045cc12ca4a5f3e2adb;18
SUB;0x8d75959f1e61ec2571aa72798237101f084de63a;18
SUSD;0x57ab1e02fee23774580c119740129eac7081e9d3;18
SWACE;0x03b155af3f4459193a276395dd76e357bb472da1;18
SWFTC;0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e;8
SWM;0x3505f494c3f0fed0b594e01fa41dd3967645ca39;18
SXDT;0x12b306fa98f4cbb8d4457fdff3a0a0a56f07ccdf;18
SXP;0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9;18
SXUT;0x2c82c73d5b34aa015989462b2948cd616a37641f;18
TAAS;0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c;6
TAC;0xca694eb79ef355ea0999485d211e68f39ae98493;8
TAGZ5;0x4d0425e47ee2d16b94c036715dfcb52a0cebc4dc;8
TAU;0xc27a2f05fa577a83ba0fdb4c38443c0718356501;18
TCT;0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7;18
TEL;0x85e076361cc813a908ff672f9bad1541474402b2;2
TEMCO;0x2fc246aa66f0da5bb1368f688548ecbbe9bdee5d;18
TEN;0xdd16ec0f66e54d453e6756713e533355989040e4;18
TFD;0xe5f166c0d8872b68790061317bb6cca04582c912;18
TFL;0xa7f976c360ebbed4465c2855684d1aae5271efa9;8
THR;0x1cb3209d45b2a60b7fbca1ccdbf87f674237a4aa;4
THX;0xf08c68bd5f4194d994fd70726746bf529ee5a617;0
TIOX;0xd947b0ceab2a8885866b9a04a06ae99de852a3d4;18
TKN;0xaaaf91d9b90df800df4f55c205fd6989c977e73a;8
TNB;0xf7920b0768ecb20a123fac32311d07d193381d6f;18
TNT;0x08f5a9235b08173b7569f83645d2c7fb55e8ccd8;8
TOP;0xdcd85914b8ae28c1e62f1c488e1d968d5aaffe2b;18
TOSC;0xd50649aab1d39d68bc965e0f6d1cfe0010e4908b;8
TRAC;0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f;18
TRAT;0x3eb55d5b22ee0f9b03d59b4994c5ae7fe811be92;8
TRB;0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5;18
TRIO;0x8b40761142b9aa6dc8964e61d0585995425c3d94;18
TRV;0x72955ecff76e48f2c8abcce11d54e5734d6f3657;18
TUSD;0x0000000000085d4780b73119b644ae5ecd22b376;18
UBEX;0x6704b673c70de9bf74c8fba4b4bd748f0e2190e1;18
UBT;0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e;8
UCASH;0x92e52a1a235d9a103d970901066ce910aacefd37;8
UGAS;0x8716fc5da009d3a208f0178b637a50f4ef42400f;18
UIP;0x4290563c2d7c255b5eec87f2d3bd10389f991d68;18
UKG;0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b;18
ULT;0xe884cc2795b9c45beeac0607da9539fd571ccf85;18
UNI;0xe6877ea9c28fbdec631ffbc087956d0023a76bf2;18
UOS;0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c;4
UPP;0xc86d054809623432210c107af2e3f619dcfbf652;18
UQC;0xd01db73e047855efb414e6202098c4be4cd2423b;18
USDC;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;6
USDK;0x1c48f86ae57291f7686349f12601910bd8d470bb;18
USDQ;0x4954db6391f4feb5468b6b943d4935353596aec9;18
USDT;0xdac17f958d2ee523a2206206994597c13d831ec7;6
UTK;0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38;18
UTNP;0x9e3319636e2126e3c0bc9e3134aec5e1508a46c7;18
UTT;0x16f812be7fff02caf662b85d5d58a5da6572d4df;8
UUU;0x3543638ed4a9006e4840b105944271bcea15605d;18
VALOR;0x297e4e5e59ad72b1b0a2fd446929e76117be0e0a;18
VDG;0x57c75eccc8557136d32619a191fbcdc88560d711;0
VEE;0x340d2bde5eb28c1eed91b2f790723e3b160613b7;18
VERI;0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374;18
VEST;0x37f04d2c3ae075fad5483bb918491f656b12bdb6;8
VGX;0x5af2be193a6abca9c8817001f45744777db30756;8
VIB;0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724;18
VIBE;0xe8ff5c9c75deb346acac493c463c8950be03dfba;18
VID;0x2c9023bbc572ff8dc1228c7858a280046ea8c9e5;18
VIDT;0x445f51299ef3307dbd75036dd896565f5b4bf7a5;18
VIDY;0xc77b230f31b517f1ef362e59c173c2be6540b5e8;18
VNDC;0x1f3f677ecc58f6a1f9e2cf410df4776a8546b5de;0
VNT;0x69d2779533a4d2c780639713558b2cc98c46a9b7;8
WABI;0x286bda1413a2df81731d4930ce2f862a35a609fe;18
WBTC;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;8
WCO;0xd44bb6663936cab1310584a277f7daa6943d4904;8
WINGS;0x667088b212ce3d06a1b553a7221e1fd19000d9af;18
WIX;0x7ba19b7f7d106a9a1e0985397b94f38eee0b555e;2
WPR;0x4cf488387f035ff08c371515562cba712f9015d4;18
WTC;0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74;18
XAC;0xde4c5a791913838027a2185709e98c5c6027ea63;8
XAUR;0x4df812f6064def1e5e029f1ca858777cc98d2d81;8
XCHF;0xb4272071ecadd69d933adcd19ca99fe80664fc08;18
XDB;0xb9eefc4b0d472a44be93970254df4f4016569d27;7
XDCE;0x41ab1b6fcbb2fa9dced81acbdec13ea6315f2bf2;18
XET;0x054c64741dbafdc19784505494029823d89c3b13;8
XIN;0xa974c709cfb4566686553a20790685a47aceaa33;18
XLAB;0x8c4e7f814d40f8929f9112c5d09016f923d34472;18
XMX;0x0f8c45b896784a1e408526b9300519ef8660209c;8
XSR;0x6bc1f3a1ae56231dbb64d3e82e070857eae86045;18
XYO;0x55296f69f40ea6d20e478533c15a6b08b654e758;18
YEE;0x922105fad8153f516bcfb829f56dc097a0e1d705;18
YEED;0xca2796f9f61dc7b238aab043971e49c6164df375;18
YOU;0x34364bee11607b1963d66bca665fde93fca666a8;18
ZB;0xbd0793332e9fb844a52a205a233ef27a5b34b927;18
ZEON;0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532;18
ZIP;0xa9d2927d3a04309e008b6af6e2e282ae2952e7fd;18
ZRX;0xe41d2489571d322189246dafa5ebde1f4699f498;18
ZT;0xfe39e6a32acd2af7955cb3d406ba2b55c901f247;18
0xBTC;0xb6ed7644c69416d67b522e20bc294a9a9b405b31;8
1GOLD;0xda4129919f964a3a526d3182bb03e6449e5a8872;4
1MT;0xf0bc1ae4ef7ffb126a8347d06ac6f8add770e1ce;7
1UP;0x07597255910a51509ca469568b048f2597e72504;18
2KEY;0xe48972fcd82a274411c01834e2f031d4377fa2c0;18
3Cs;0x4f56221252d117f35e2f6ab937a3f77cad38934d;18
4ART;0xff44b5719f0b77a9951636fc5e69d3a1fc9e7d73;18
A;0xffc63b9146967a1ba33066fb057ee3722221acf0;18
AAA;0xd938137e6d96c72e4a6085412ada2dad78ff89c4;8
AAB;0x686c650dbcfeaa75d09b883621ad810f5952bd5d;18
AAC;0xe75ad3aab14e4b0df8c5da4286608dabb21bd864;5
ABST;0xa0b207103f764a920b4af9e691f5bd956de14ded;8
ABX;0x9a794dc1939f1d78fa48613b89b8f9d0a20da00e;18
ACDC;0xfc44ec51c80e35a87bc2140299b1636ec83dfb04;18
ACE;0x06147110022b768ba8f99a8f385df11a151a9cc8;0
ACED;0x4b3a0c6d668b43f3f07904e124328659b90bb4ca;18
ACU;0xd536bbd5414a8c2beed82a63737b9327d2fa35a6;18
AD;0xf6dbe88ba55f1793ff0773c9b1275300f830914f;8
ADABEAR;0xb3299d4bab93bf04d5b11bc49cd6dfad1f77d23f;18
ADB;0x2baac9330cf9ac479d819195794d79ad0c7616e3;18
ADH;0xe69a353b3152dd7b706ff7dd40fe1d18b7802d31;18
ADL;0x660e71483785f66133548b10f6926dc332b06e61;18
AENS;0xd38de88687172bde440755b5237987e4a87c23a7;8
AGLT;0x72c9fb7ed19d3ce51cea5c56b3e023cd918baadf;18
AICO;0xe7fb3559358a99df54466d0350e4ad6dc7093da3;8
AID;0x37e8789bb9996cac9156cd5f5fd32599e6b91289;18
AIDUS;0xa957045a12d270e2ee0dca9a3340c340e05d4670;18
AIT;0x79650799e7899a802cb96c0bc33a6a8d4ce4936c;18
AIX;0x1063ce524265d5a3a624f4914acd573dd89ce988;18
AKRO;0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7;18
ALD;0xb339fca531367067e98d7c4f9303ffeadff7b881;18
ALGOBEAR;0x057fb10e3fec001a40e6b75d3a30b99e23e54107;18
ALGOBULL;0x584936357d68f5143f12e2e64f0089db93814dad;18
ALI;0x4289c043a12392f1027307fb58272d8ebd853912;18
ALLBI;0x65ac08c55f21d4a73ca1d429a17a6872b23bfd55;18
ALT;0x419b8ed155180a8c9c64145e76dad49c0a4efb97;18
ALY;0x9d5686eadea7327f5a0c4820dca90457a0e88763;18
AMA;0x1830dd31220a7f76889eafcc5758ee521ac382b2;18
AMM;0x8b1f49491477e0fb46a29fef53f1ea320d13c349;6
AMN;0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c;18
AMON;0x00059ae69c1622a7542edc15e8d17b060fe307b6;18
ANJ;0xcd62b1c403fa761baadfc74c525ce2b51780b184;18
ANW;0x7dbdd9dafdc4c1c03d67925a4f85daa398af32b0;18
AOG;0x8578530205cecbe5db83f7f29ecfeec860c297c2;18
APC;0x15bda08c3afbf5955d6e9b235fd55a1fd0dbc829;6
APIX;0xf51ebf9a26dbc02b13f8b3a9110dac47a4d62d78;18
APM;0xc8c424b91d8ce0137bab4b832b7f7d154156ba6c;18
ARAW;0x30680ac0a8a993088223925265fd7a76beb87e7f;18
ARCT;0x1245ef80f4d9e02ed9425375e8f649b9221b31d8;8
ARDX;0xb8e2e2101ed11e9138803cd3e06e16dd19910647;2
ART;0xfec0cf7fe078a500abf15f1284958f22049c2c7e;18
ARTIS;0x082e13494f12ebb7206fbf67e22a6e1975a1a669;8
ARX;0x20b1a8a9ca1c7302b7f774266c491c7b11622779;18
ASKO;0xeeee2a622330e6d2036691e983dee87330588603;18
AT;0xbf8fb919a8bbf28e590852aef2d284494ebc0657;18
ATM;0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139;8
ATMI;0x97aeb5066e1a590e868b511457beb6fe99d329f5;18
ATOMBULL;0x75f0038b8fbfccafe2ab9a51431658871ba5182c;18
ATS;0x2daee1aa61d60a252dc80564499a69802853583a;4
ATT;0x89fb927240750c1b15d4743cd58440fc5f14a11c;18
ATX;0x1a0f2ab46ec630f9fd638029027b552afa64b94c;18
AUC;0xc12d099be31567add4e4e4d0d45691c3f58f5663;18
AUC;0xbeea2890775889c7723e5c0b80527976803b5a99;18
AUX;0x423f3da166470030a86fa76280b2d688fce1f722;18
AVT;0x0d88ed6e74bbfd96b831231638b66c05571e824f;18
AWC;0xad22f63404f7305e4713ccbd4f296f34770513f4;8
AXL;0x4fac0ccd9e2ed9fd462d42b66fb81ba9a1f6f25e;18
AXPR;0xc39e626a04c5971d770e319760d7926502975e47;18
AZ;0xaaaaaaaba2ea3daab0a6c05f1b962c78c9836d99;18
BAL;0xba100000625a3754423978a60c9317c58a424e3d;18
BALI;0x013a06558f07d9e6f9a00c95a33f3a0e0255176b;18
BANCA;0x998b3b82bc9dba173990be7afb772788b5acb8bd;18
BASIC;0xf25c91c87e0b1fd9b4064af0f427157aab0193a7;18
BAZT;0xb020ed54651831878e5c967e0953a900786178f9;18
BBC;0xe7d3e4413e29ae35b0893140f4500965c74365e5;18
BBC;0x675ce995953136814cb05aaaa5d02327e7dc8c93;18
BBO;0x84f7c44b6fed1080f647e354d552595be2cc602f;18
BC;0x2ecb13a8c458c379c4d9a7259e202de03c8f3d19;18
BCAC;0x1abdb309aa592f00a101c545168bfdf9a6ec61ce;18
BCDT;0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5;18
BCEO;0x19ca83a13b4c4be43fa82c5e415e16f1d86f57f7;18
BCHBEAR;0xa9fc65da36064ce545e87690e06f5de10c52c690;18
BCHBULL;0x4c133e081dfb5858e39cca74e69bf603d409e57a;18
BCHC;0x2ab05b915c30093679165bcdba9c26d8cd8bee99;18
BCNT;0x9669890e48f330acd88b78d63e1a6b3482652cd9;18
BCS;0x31274db8b609df99e5988ee527071643b5160fc3;18
BDCC;0xc87f95aa269dd300d9f1ce49d8e1fd8119a10456;18
BDG;0x1961b3331969ed52770751fc718ef530838b6dee;18
BDK;0xbfc1502ebc37475b940ced8f036b91018a73c8f6;18
BEAT;0x2fb12bccf6f5dd338b76be784a93ade072425690;18
BEE;0x4d8fc1453a0f359e99c9675954e656d80d996fbf;18
BEE;0x1763ad73694d4d64fb71732b068e32ac72a345b1;18
BELA;0x2e98a6804e4b6c832ed0ca876a943abd3400b224;18
BEPRO;0x786001c9c5ca6e502deb8a8a72480d2147891f32;18
BERRY;0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c;14
BEST;0x1b073382e63411e3bcffe90ac1b9a43fefa1ec6f;8
BETHER;0x14c926f2290044b647e1bf2072e67b495eff1905;18
BETR;0x763186eb8d4856d536ed4478302971214febc6a9;18
BEZ;0x8a1e3930fde1f151471c368fdbb39f3f63a65b55;18
BFX;0xdb096cc19b8227e2115855c5b39dcc247470013c;18
BHT;0xa4fb385820a9eef842a419e08f8540fd7d1bf6e8;5
BIA;0x40d52577830e01aaefa80659aa90ee8b34685f4e;18
BIKI;0x70debcdab2ef20be3d1dbff6a845e9ccb6e46930;8
BIRD;0x026e62dded1a6ad07d93d39f96b9eabd59665e0d;18
BIT;0x47da42696a866cdc61a4c809a515500a242909c1;18
BITS;0xc38f1fb49acdf2f1213caf3319f6eb3ea2cb7527;18
BITTO;0xa101e27f06a97985b925e244111b61560ecd97db;18
BITX;0xff2b3353c3015e9f1fbf95b9bda23f58aa7ce007;18
BIZZ;0x7a8ca2f815a260660158a38c34ca321a3605ecfe;8
BKBT;0x6a27348483d59150ae76ef4c0f3622a78b0ca698;18
BKK;0xd0bd12a8d5ebca1e2fa46da59f1993ec51c3d75c;18
BLOC;0x6f919d67967a97ea36195a2346d9244e60fe0ddb;18
BLUE;0x539efe69bcdd21a83efd9122571a64cc25e0282b;8
BLVR;0xd1ef9a7310d0806855c672288ef5a1bab62cef33;18
BLX;0x48fa42d579ce56cc2797e4d678ad7345a27999b9;18
BLY;0xf8ad7dfe656188a23e89da09506adf7ad9290d5d;18
BMH;0xf03045a4c8077e38f3b8e2ed33b8aee69edf869f;18
BNA;0x20910e5b5f087f6439dfcb0dda4e27d1014ac2b8;18
BNBBEAR;0x6febdfc0a9d9502c45343fce0df08828def44795;18
BNBBULL;0x9d1a62c2ad99019768b9126fda004a9952853f6e;18
BNC;0xef51c9377feb29856e61625caf9390bd0b67ea18;8
BNOX;0x8752bf7ad53d25a4165b9370f2becc22dd8ae838;2
BNP;0xd27d76a1ba55ce5c0291ccd04febbe793d22ebf4;18
BNS;0xd996035db82cae33ba1f16fdf23b816e5e9faabb;8
BNTY;0xd2d6158683aee4cc838067727209a0aaf4359de3;18
BNY;0x86149c67e57c749d0a12e6d6c2bf1b616619bb29;18
BOB;0xdf347911910b6c9a4286ba8e2ee5ea4a39eb2134;18
BOMB;0x1c95b093d6c236d3ef7c796fe33f9cc6b8606714;0
BON;0xcc34366e3842ca1bd36c1f324d15257960fcc801;18
BONE;0x5c84bc60a796534bfec3439af0e6db616a966335;18
BONK;0x6d6506e6f438ede269877a0a720026559110b7d5;18
BOOM;0xdb7eab9ba6be88b869f738f6deeba96d49fe13fd;18
BOT;0x5beabaebb3146685dd74176f68a0721f91297d37;18
BOUTS;0x139d9397274bb9e2c29a9aa8aa0b5874d30d62e3;18
BOXX;0x780116d91e5592e58a3b3c76a351571b39abcec6;15
BPLC;0x426fc8be95573230f6e6bc4af91873f0c67b21b4;18
BPOP;0x0452aed878805514e28fb5bd0b56bef92176e32a;8
BQT;0x5eb87caa0105a63aa87a36c7bd2573bd13e84fae;18
BRAT;0x9e77d5a1251b6f7d456722a6eac6d2d5980bd891;8
BRR;0x49f941fa7f5731fe302068d79c8604c24c5e7196;18
BRZ;0x420412e765bfa6d85aaac94b4f7b708c89be2e2b;4
BRZX;0xda5180086461ff6eeb09580181ac160522dcdcd4;8
BSC;0xe541504417670fb76b612b41b4392d967a1956c7;18
BSOV;0x26946ada5ecb57f3a1f91605050ce45c482c9eb1;8
BST;0xd4f6f9ae14399fd5eb8dfc7725f0094a1a7f5d80;18
BSTN;0x2f8472dd7ecf7ca760c8f6b45db20ca7cf52f8d7;18
BSVBEAR;0xce49c3c92b33a1653f34811a9d7e34502bf12b89;18
BSVBULL;0x6e13a9e4ae3d0678e511fb6d2ad531fcf0e247bf;18
BSYS;0x3004cf8b4e28d60f4e305df25a57cd5faf37b8d5;18
BTB;0x06e0feb0d74106c7ada8497754074d222ec6bcdf;18
BTC++;0x0327112423f3a68efdf1fcf402f6c5cb9f7c33fd;18
BTC3L;0x7e5f9f248e84ef0b1f63586323e92a0d91b15568;18
BTC3S;0x1148661869d30e095ff4aa48aa8b5eadedc75f2a;18
BTCF;0x225927f8fa71d16ee07968b8746364d1d9f839bd;8
BTCHG;0x5547136b913b68881596275ace01e9a589c5b16b;18
BTCL;0x5acd19b9c91e596b1f062f18e3d02da7ed8d1e50;8
BTCRED;0x6aac8cb9861e42bf8259f5abdc6ae3ae89909e11;8
BTCT;0x820a8481451e893bc66dce50c84d45617cac3705;18
BTCX;0x9388f54fa978aa9e24395a8b69033304eccea4df;4
BTMX;0xcca0c9c383076649604ee31b20248bc04fdf61ca;18
BTNT;0xc45dbdf28844fdb1482c502897d433ac08d6ccd0;18
BTR;0x499a6b77bc25c26bcf8265e2102b1b3dd1617024;18
BTRN;0x03c780cd554598592b97b7256ddaad759945b125;18
BTRS;0x73c9275c3a2dd84b5741fd59aebf102c91eb033f;18
BTSC;0xba9ecaa4d6f22d3a69c41daa0584ac0e2418925e;18
BUBO;0xccbf21ba6ef00802ab06637896b799f7101f54a2;18
BUIDL;0xd6f0bb2a45110f819e908a915237d652ac7c5aa8;18
BUL;0x0775c81a273b355e6a5b76e240bf708701f00279;18
BULLSHIT;0xd06b25f67a17f12b41f615b34d87ecd716ff55a0;18
BUNNY;0x755eb14d2feff2939eb3026f5cad9d03775b9ff4;18
BURN;0x8515cd0f00ad81996d24b9a9c35121a3b759d6cd;18
BUT;0xb2e260f12406c401874ecc960893c0f74cd6afcd;18
BVOL;0x81824663353a9d29b01b2de9dd9a2bb271d298cd;18
BWT;0xf53c580bc4065405bc649cc077ff4f2f28528f4b;18
BXA;0x98d8d146e644171cd47ff8588987b7bdeef72a87;18
BXC;0xdecf7be29f8832e9c2ddf0388c9778b8ba76af43;18
BXY;0x827d53c8170af52625f414bde00326fc8a085e86;18
BZRX;0x56d811088235f11c8920698a204a5010a788f4b3;18
BZT;0x0d5516103752b3954d95621f470a8261151da2e4;18
C8;0xd42debe4edc92bd5a3fbb4243e1eccf6d63a4a5d;18
CALL;0xbbe761ea1447a20b75aa485b7bcad4837415d7d7;18
CAPP;0x04f2e7221fdb1b52a68169b25793e51478ff0329;2
CARAT;0x19ea630bcbc1a511a16e65b6ecd447c92e1c087c;18
CARD;0x954b890704693af242613edef1b603825afcd708;18
CAT;0x1234567461d3f8db7496581774bd869c83d51c93;18
CAT;0x56ba2ee7890461f463f7be02aac3099f6d5811a8;18
CATT;0x6e605c269e0c92e70beeb85486f1fc550f9380bd;18
CBC;0x790bfacae71576107c068f494c8a6302aea640cb;18
CBP;0x6f4ee03ca6c942c9397d2ba5f8f83ea58f918f47;18
CBR;0x4ba012f6e411a1be55b98e9e62c3a4ceb16ec88b;18
CBUCKS;0x0d2bb9d68dd4451a09ec94c05e20bd395022bd8e;2
CCC;0x94cb815f4b601b00b363b3177b4d8ed8e0eb7cf2;18
CCH;0x40adfc7c23c22cc06f94f199a4750d7196f46fbe;6
CCL;0x749f35ff65932e68267dd82f6cd85eea735d700e;18
CCN;0x17b26400621695c2d8c2d8869f6259e82d7544c4;18
CCO;0x679badc551626e01b23ceecefbc9b877ea18fc46;18
CCT;0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22;18
CDC;0x87026f792d09960232ca406e80c89bd35bafe566;18
CDL;0xcb17cd357c7acd594717d899ecb9df540f633f27;18
CDX;0x6fff3806bbac52a20e0d79bc538d527f6a22c96b;18
CEL;0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d;4
CEN;0x0bc61dded5f6710c637cf8288eb6058766ce1921;18
CFX;0x226f15cdbaa36814ce3cb287563069c32cc1a293;2
CGT;0xf5238462e7235c7b62811567e63dd17d12c2eaa0;8
CHESS;0x5f75112bbb4e1af516fbe3e21528c63da2b6a1a5;18
CHFT;0x58002a6b6e659a16de9f02f529b10536e307b0d9;18
CHT;0x3277dd536471a3cbeb0c9486acad494c95a31e73;18
CIPHC;0x83eb94cb563146a42fe0a8b3d051f2387a7fb81f;8
CJT;0x3abdff32f76b42e7635bdb7e425f0231a5f3ab17;18
CL;0xe81d72d14b1516e68ac3190a46c93302cc8ed60f;18
CLB;0xb1c1cb8c7c1992dba24e628bf7d38e71dad46aeb;18
CLN;0x4162178b78d6985480a308b2190ee5517460406d;18
CLOUT;0xa10ae543db5d967a73e9abcc69c81a18a7fc0a78;18
CLT;0x2001f2a0cf801ecfda622f6c28fb6e10d803d969;8
CLX;0x9f8f7ea504588a58b8b24b832b5d25a4aeb4706f;18
CMCT;0x47bc01597798dcd7506dcca36ac4302fc93a8cfb;8
CMCT;0x7abc60b3290f68c85f495fd2e0c3bd278837a313;8
CMS;0xf83301c5cd1ccbb86f466a6b3c53316ed2f8465a;6
CNB;0xc538143202f3b11382d8606aae90a96b042a19db;18
CNNS;0x6c3be406174349cfa4501654313d97e6a31072e1;18
CNRG;0xc21dbee65d62770953035f0434c532d578a666c9;18
CNTM;0x9a1bf361798ef6538ccb8137ea900c4d4b48ca3d;18
CNUS;0x722f2f3eac7e9597c73a593f7cf3de33fbfc3308;18
CNX;0xe0b7e882c194881c690924cb46154b8241f9145e;18
CNZ;0xc1965d7d18f37062b18ab3d5d1fe7f69873b30dd;18
COB;0xb2f7eb1f2c37645be61d73953035360e768d81e6;18
CODEO;0x46b4a7d906f1a943b7744df23625e63726d79035;18
COFI;0x3136ef851592acf49ca4c825131e364170fa32b3;18
COL;0xc76fb75950536d98fa62ea968e1d6b45ffea2a55;18
COMP;0xc00e94cb662c3520282e6f5717214004a7f26888;18
CONI;0x2c949199cff14aeaf1b33d64db01f48fb57f592f;8
COT;0x5c872500c00565505f3624ab435c222e558e9ff8;18
COU;0xf091cf09c51811819db705710e9634b8bf18f164;18
COVA;0xb37a769b37224449d92aac57de379e1267cd3b00;18
CPC;0x28ea81fac7b1719138cbf61267198155b433e00e;8
CRAD;0x608f006b6813f97097372d0d31fb0f11d1ca3e4e;18
CRC;0xf41e5fbc2f6aac200dd8619e121ce1f05d150077;18
CRD;0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc;18
CRDT;0xdaab5e695bb0e8ce8384ee56ba38fa8290618e52;18
CRE;0x61f33da40594cec1e3dc900faf99f861d01e2e7d;18
CREAM;0x2ba592f78db6436527729929aaf6c908497cb200;18
CRED;0x672a1ad4f667fb18a333af13667aa0af1f5b5bdd;18
CTCN;0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8;18
CTRT;0x8606a8f28e1e2fd50b9074d65c01548b1f040b32;8
CTSI;0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d;18
CTT;0x1a4743cf1af4c289351390a2b3fe7c13d2f7c235;18
CTT;0x13c2b7f851e756415cf7d51d04dcf4f94a5b382e;18
CUR;0x13339fd07934cd674269726edf3b5ccee9dd93de;18
CUST;0xf6abff616043c2da572573dcc583b656297b30e7;18
CWN;0xab7b6f7beae1f03a6b2a7f94d1ac332fc9be3410;18
CXO;0xb6ee9668771a79be7967ee29a63d4184f8097143;18
CYBR;0xaeaabb69dcb0fe926b1979f0b032fcd17fd7b2e0;18
CYFM;0x3f06b5d78406cd97bdf10f5c420b241d32759c80;18
CYL;0x26cb3641aaa43911f1d4cb2ce544eb652aac7c47;18
DAB;0x5e7ebea68ab05198f771d77a875480314f1d0aae;18
DACC;0xf8c595d070d104377f58715ce2e6c93e49a87f3c;6
DAD;0x5b322514ff727253292637d9054301600c2c81e8;9
DALC;0x07d9e49ea402194bf48a8276dafb16e4ed633317;8
DAM;0xf80d589b3dbe130c270a69f1a69d050f268786df;18
DAN;0x9b70740e708a083c6ff38df52297020f5dfaa5ee;10
DAPPT;0x386cabc0b14a507a4e024dea15554342865b20de;18
DAPS;0x93190dbce9b9bd4aa546270a8d1d65905b5fdd28;18
DAT;0x81c9151de0c8bafcd325a57e3db5a5df1cebf79c;18
DATP;0x813b428af3920226e059b68a62e4c04933d4ea7a;8
DATX;0xabbbb6447b68ffd6141da77c18c7b5876ed6c5ab;18
DAV;0xd82df0abd3f51425eb15ef7580fda55727875f14;18
DAWN;0x580c8520deda0a441522aeae0f9f7a5f29629afa;18
DAX;0x0b4bdc478791897274652dc15ef5c135cae61e60;18
DAY;0xe814aee960a85208c3db542c53e7d4a6c8d5f60f;18
DCTO;0x9ccbd05d4d25c745d49f5e6bf17e09113eb4c769;18
DDAM;0xd5dc8921a5c58fb0eba6db6b40eab40283dc3c01;9
DDRT;0x94501b6a153c8973fd1f321fcc8188d40dc5d72d;8
DEB;0x151202c9c18e495656f372281f493eb7698961d5;18
DEEP;0x6cbedec4f1ac9d874987d2769596544e0d9161ab;18
DELTA;0xde1e0ae6101b46520cf66fdc0b1059c5cc3d106c;8
DEP;0x1a3496c18d558bd9c6c8f609e1b129f67ab08163;18
DEV;0x5caf454ba92e6f2c929df14667ee360ed9fd5b26;18
DEXA;0x725440512cb7b78bf56b334e50e31707418231cb;18
DEXT;0x26ce25148832c04f3d7f26f32478a9fe55197166;18
DF;0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0;18
DFS;0xcec38306558a31cdbb2a9d6285947c5b44a24f3e;18
DFT;0xa2a54f1ec1f09316ef12c1770d32ed8f21b1fb6a;8
DIA;0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419;18
DILI;0x37f74e99794853777a10ea1dc08a64c86958f06a;18
DIT;0xf14922001a2fb8541a433905437ae954419c2439;8
DKA;0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0;18
DMG;0xed91879919b71bb6905f23af0a68d231ecf87b14;18
DML;0xbcdfe338d55c061c084d81fd793ded00a27f226d;18
